raw,normalized,script,status
Nothing Happened as per checking last incidents. 🙏🙏,Nothing Happened as per checking last incidents.,roman,kept
🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,,,dropped:too_short
Mazak tha😂😂,,,dropped:too_short
Don’t dream.,Don’t dream.,roman,kept
"Nothing to be happy. Kyun ki, 'Birds of same feather flock togather'.","Nothing to be happy. Kyun ki, 'Birds of same feather flock togather'.",roman,kept
Bhai maine 99 dala marketwolf me wo mere wallet me show nahi kar raha kyu 😮😮😢😢,,,dropped:spam
"मोदी इस्तीफा देगा तो शाह बन जायेगा जो नहीं होना चाहिए, बीजेपी सत्ता में नहीं चाहिए चाहे केंद्र हो या राज्य 🎉🎉🎉","मोदी इस्तीफा देगा तो शाह बन जायेगा जो नहीं होना चाहिए, बीजेपी सत्ता में नहीं चाहिए चाहे केंद्र हो या राज्य",devanagari,kept
Naam ram ka aur kaam raakchas ka,Naam ram ka aur kaam raakchas ka,roman,kept
online trading juaa hai or juaa haram hai,online trading juaa hai or juaa haram hai,roman,kept
भाजपा की सरकार में जितनी भी योजनाएं चल रही है उनमें सब में घोटाले हो रहे हैं और भाजपा की सरकार अपने कर्मचारियों को घुस के मामले में बढ़ावा दे रही है भर भर के खोल पैसे दिए जा रहा है घूसखोरी में बढ़ावा मिला है कर्मचारी अधिकारी जी भरकर घूसखोरी कर रहे हैं और सरपंच मंत्रियों से जब भी कोई काम देते हैं तो मनमानी घुस वसूली होती है जनपद पंचायत में उसे पर कोई रोक नहीं है कलेक्टर कार्यालय से लेकर तो जनपद पंचायत तक और जनपद पंचायत से लेकर तो मुख्यमंत्री तक घुस जाती है उनके सांसद विधायक मंत्री सुंदरी सब उसमें से घूस लेते हैं बड़ी बड़ी योजनाओं को चालू कर कर उसमें पैसा मंजूर करते हैं और अंदर के रास्ते से वापस वह पैसा घुस के मामले घुस के रूप में वसूल लेते हैं यही भारतीय जनता पार्टी की योजनाएं हैं और घोटाले बाजी की योजना है सब को उठा ले कर कर जी रहे हैं देश का धन खा रहे हैं पूरे भारत का खजाना खाली कर दिया है भाजपा के की सरकार ने और घूसखोरी जी भर कर चल रही है कर्मचारी अधिकारी पुलिस प्रशासन इतने कर हो गए हैं कि गरीब आदमी को जेल भेज देते हैं और साहूकार को घर भेज देते हैं यही नौटंकी चल रही है जब से भाजपा की सरकार बनी,भाजपा की सरकार में जितनी भी योजनाएं चल रही है उनमें सब में घोटाले हो रहे हैं और भाजपा की सरकार अपने कर्मचारियों को घुस के मामले में बढ़ावा दे रही है भर भर के खोल पैसे दिए जा रहा है घूसखोरी में बढ़ावा मिला है कर्मचारी अधिकारी जी भरकर घूसखोरी कर रहे हैं और सरपंच मंत्रियों से जब भी कोई काम देते हैं तो मनमानी घुस वसूली होती है जनपद पंचायत में उसे पर कोई रोक नहीं है कलेक्टर कार्यालय से लेकर तो जनपद पंचायत तक और जनपद पंचायत से लेकर तो मुख्यमंत्री तक घुस जाती है उनके सांसद विधायक मंत्री सुंदरी सब उसमें से घूस लेते हैं बड़ी बड़ी योजनाओं को चालू कर कर उसमें पैसा मंजूर करते हैं और अंदर के रास्ते से वापस वह पैसा घुस के मामले घुस के रूप में वसूल लेते हैं यही भारतीय जनता पार्टी की योजनाएं हैं और घोटाले बाजी की योजना है सब को उठा ले कर कर जी रहे हैं देश का धन खा रहे हैं पूरे भारत का खजाना खाली कर दिया है भाजपा के की सरकार ने और घूसखोरी जी भर कर चल रही है कर्मचारी अधिकारी पुलिस प्रशासन इतने कर हो गए हैं कि गरीब आदमी को जेल भेज देते हैं और साहूकार को घर भेज देते हैं यही नौटंकी चल रही है जब से भाजपा की सरकार बनी,devanagari,kept
Mujhe lagta hai agar aisa hota to sab se ziyada me Khush hota afsos Aisa nahi hoga,Mujhe lagta hai agar aisa hota to sab se ziyada me Khush hota afsos Aisa nahi hoga,roman,kept
Bahi sab ji je kr vot sahi me ho jae pure des me ho sakta ha bahi. Bjp ko khi se be koi be seett nhi mille ge bahi,Bahi sab ji je kr vot sahi me ho jae pure des me ho sakta ha bahi. Bjp ko khi se be koi be seett nhi mille ge bahi,roman,kept
मोदी जी को जब राजीनामा देने का वक़्त आया तो मोदी जी जाते जाते ईवीएम बंद कर के बैलेट पेपर से चुनाव कर ने का फैसला लेना चाहिए.......,मोदी जी को जब राजीनामा देने का वक़्त आया तो मोदी जी जाते जाते ईवीएम बंद कर के बैलेट पेपर से चुनाव कर ने का फैसला लेना चाहिए.,devanagari,kept
Htaoo to shi ya bolte rh ge,Htaoo to shi ya bolte rh ge,roman,kept
Please Don't Predict Market 🙏🙏.,Please Don't Predict Market .,roman,kept
मार्केट वोल्फ का मालिक कौन है ये बताओ पहले प्रज्ज्वल गौतम जी 👌,मार्केट वोल्फ का मालिक कौन है ये बताओ पहले प्रज्ज्वल गौतम जी,devanagari,kept
Ye to bilkul nahi,Ye to bilkul nahi,roman,kept
Dekho  ye  Bhagne  na  paye .,,,dropped:not_valid
BJP or RSS hai vaha tak Desh ka kuch nahi hoskta Modi ke jane se koi farak nahi padega....,BJP or RSS hai vaha tak Desh ka kuch nahi hoskta Modi ke jane se koi farak nahi padega.,roman,kept
इसकी फ्लोसीपो बताओ ये कैसे मुमकिन है,इसकी फ्लोसीपो बताओ ये कैसे मुमकिन है,devanagari,kept
Dusre lutere ayenge isme kya,Dusre lutere ayenge isme kya,roman,kept
😂😂😂😂aise hi sapne dekhte rho,aise hi sapne dekhte rho,roman,kept
BEAUTIFUL NEWS❤❤❤❤🌹🌹 SIR JI 🙏🙏🌹🌹THANKS OLL HAPPY 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳👌👍👍👍🙏🙏,,,dropped:not_valid
Metro aana hai digital India banana hai 15 15 lakh aana hai vikas ku laana hai america ku visa k liye line me lagana hai desh ku no 1 banana hai ye koun kare ka agar istefa resign pm ka hogaya toh 18 18 ghante kaam koun karega,Metro aana hai digital India banana hai 15 15 lakh aana hai vikas ku laana hai america ku visa k liye line me lagana hai desh ku no 1 banana hai ye koun kare ka agar istefa resign pm ka hogaya toh 18 18 ghante kaam koun karega,roman,kept
Bhai Market wolf me profit kat jata hai or main balance bhi Kam jata hai. Kya Karen is frod ka,,,dropped:spam
"In short, if DS is activated again, the army and intelligence agencies must work together to swiftly eliminate internal enemies.","In short, if DS is activated again, the army and intelligence agencies must work together to swiftly eliminate internal enemies.",roman,kept
Modi Amit sha jipin ada jae prksh nitin ktghri rajnath sig jaeae logo ka bicar dhara khtm kro 280 krona ka bhumi bhart daesh h 140 krona jnta rajo kae jaeshar rhsktaev ho vicar krkae agae bnho laekin aek bat ka dhian daena 1500 so krona sae jada admi nhi rh skta bhart Mae 80 sal mae 1500 so krona  ho jae gi bhart ka jnskhaea  Mae chata hu 140 krona sae jada mt bnaho jnskhae nhi to koi achi jindgi nhi ji pae ga hr admi do bca paeda kro jin kae pash do ladka Khali ho o ush jgae pae sadi krae jha do ladki ho jinkae pash sigl ladki ldaka h o sigl jg sadi krae isae na to daesh Mae jn skhae bnhae gi nhi to dubara ghr bnana pnae ga fhir bhart svdin cl skta h,Modi Amit sha jipin ada jae prksh nitin ktghri rajnath sig jaeae logo ka bicar dhara khtm kro 280 krona ka bhumi bhart daesh h 140 krona jnta rajo kae jaeshar rhsktaev ho vicar krkae agae bnho laekin aek bat ka dhian daena 1500 so krona sae jada admi nhi rh skta bhart Mae 80 sal mae 1500 so krona ho jae gi bhart ka jnskhaea Mae chata hu 140 krona sae jada mt bnaho jnskhae nhi to koi achi jindgi nhi ji pae ga hr admi do bca paeda kro jin kae pash do ladka Khali ho o ush jgae pae sadi krae jha do ladki ho jinkae pash sigl ladki ldaka h o sigl jg sadi krae isae na to daesh Mae jn skhae bnhae gi nhi to dubara ghr bnana pnae ga fhir bhart svdin cl skta h,roman,kept
PM only SC hona chahiye,PM only SC hona chahiye,roman,kept
मतलब अब मजा मारने नहीं मिलेगा  हवाई जहाज सुना पड़ जायेगा मशरूम का क्या होगा  😂😂😂😂,मतलब अब मजा मारने नहीं मिलेगा हवाई जहाज सुना पड़ जायेगा मशरूम का क्या होगा,devanagari,kept
Please it ne khus khawab na dekhao. Mera dil our bardash nahi kasake😅,Please it ne khus khawab na dekhao. Mera dil our bardash nahi kasake,roman,kept
😊😊😊😊😊😊😊😊😊,,,dropped:too_short
KHA MAA KASAM,KHA MAA KASAM,roman,kept
ye..2014..mai.bhi.E.V.M..se.aay.hai..cor.,,,dropped:not_valid
Nitin Gadkari nahi Sharad Pawar honge Pradhan Mantri agar Modi hatenge to,Nitin Gadkari nahi Sharad Pawar honge Pradhan Mantri agar Modi hatenge to,roman,kept
मोदीजी को डर लगा रहेगा हे इस्तीफा देगे तो मोदीजी भारत नहीं रहेंगे,मोदीजी को डर लगा रहेगा हे इस्तीफा देगे तो मोदीजी भारत नहीं रहेंगे,devanagari,kept
Ab evm se nahi chunav nahi hona chahiye,Ab evm se nahi chunav nahi hona chahiye,roman,kept
ऐसा होगा तो पीएम कहां के पीएम बनेंगे पा?,ऐसा होगा तो पीएम कहां के पीएम बनेंगे पा?,devanagari,kept
मन की लड्डू घी के साथ खाने में कोई बुराई नहीं,मन की लड्डू घी के साथ खाने में कोई बुराई नहीं,devanagari,kept
"Desh kaa tathakathit pradhan sewak 19 koh dictatorship lagoo kar dega ,so that kee isteepha dene kee naubat hee nahee aayegi.","Desh kaa tathakathit pradhan sewak 19 koh dictatorship lagoo kar dega ,so that kee isteepha dene kee naubat hee nahee aayegi.",roman,kept
Yeh  Mr Chauhaan sapna to  nahi dekh rahe hai.,Yeh Mr Chauhaan sapna to nahi dekh rahe hai.,roman,kept
Jay maharastra,Jay maharastra,roman,kept
Ye kya app ka sisatam st kar diya sar hum news dekhte hai apki app nhi,,,dropped:spam
Kaan pak gaye ye sunte sunte kuch nahi hoha,Kaan pak gaye ye sunte sunte kuch nahi hoha,roman,kept
They are rumours mongers.,They are rumours mongers.,roman,kept
Chalo dekh lenge. Nahi hoga.,Chalo dekh lenge. Nahi hoga.,roman,kept
Lasho pr chalkar satta me aaya h ab is hatyare ko koi nai hata sakta,Lasho pr chalkar satta me aaya h ab is hatyare ko koi nai hata sakta,roman,kept
मैंने यह ऐप डाउनलोड करा था पूरी आईडी बनाई थी पर कुछ नहीं हुआ,मैंने यह ऐप डाउनलोड करा था पूरी आईडी बनाई थी पर कुछ नहीं हुआ,devanagari,kept
😂😂😂😂 marne se pehle woh  kursi छोड़ने wala nahi hai,marne se pehle woh kursi छोड़ने wala nahi hai,roman,kept
Dhrm rksha ke Naam pr Hindu Bhai log ne mhngai bhukhmari berojgari Apne bacho ka bhavishya sab dav pr laga diya jabki dhrm inshan ki rksha karta he,Dhrm rksha ke Naam pr Hindu Bhai log ne mhngai bhukhmari berojgari Apne bacho ka bhavishya sab dav pr laga diya jabki dhrm inshan ki rksha karta he,roman,kept
Sir iski photo mat lgae kije hme iski shakal ashi nhi lgti,Sir iski photo mat lgae kije hme iski shakal ashi nhi lgti,roman,kept
मोदी को हटाना बहुत जरूरी हैं।,मोदी को हटाना बहुत जरूरी हैं.,devanagari,kept
अंत में आपको ऐड मिल गया।,अंत में आपको ऐड मिल गया.,devanagari,kept
99से 9 रह जाएंगी.,,,dropped:not_valid
"ModiJi,is,a,Good,Person,Great,Person","ModiJi,is,a,Good,Person,Great,Person",roman,kept
"अभी चुनाव हो जाए तो कॉंग्रेस २०० से ज्यादा सीटें जीत सकती है इस बात पर एंकर मानक गुप्ता की हंसी बाहर निकली। अगर देखा जाए तो मानक गुप्ता की हंसी निकलना वाजीब है। सच बात तो ये है की जनता का मेंडेट ना भाजपा को मिलता है, ना कॉंग्रेस को दोनों को अगर जनता का मेंडेट मिला भी तो वो ईव्हीएम से मिलता है। ये बात मानक गुप्ता को भी मालूम है इसलिए हंसी बाहर निकली।😂","अभी चुनाव हो जाए तो कॉंग्रेस २०० से ज्यादा सीटें जीत सकती है इस बात पर एंकर मानक गुप्ता की हंसी बाहर निकली. अगर देखा जाए तो मानक गुप्ता की हंसी निकलना वाजीब है. सच बात तो ये है की जनता का मेंडेट ना भाजपा को मिलता है, ना कॉंग्रेस को दोनों को अगर जनता का मेंडेट मिला भी तो वो ईव्हीएम से मिलता है. ये बात मानक गुप्ता को भी मालूम है इसलिए हंसी बाहर निकली.",devanagari,kept
"Agar muje rohit nahai huaa tu ,,,,","Agar muje rohit nahai huaa tu ,",roman,kept
MODI TO GAYO BHAYA,MODI TO GAYO BHAYA,roman,kept
KHELLA HO BHEE SAKTA HAI,KHELLA HO BHEE SAKTA HAI,roman,kept
Khush ho jao sab Par hoga nhi kuch,Khush ho jao sab Par hoga nhi kuch,roman,kept
EVM hatana chahie,EVM hatana chahie,roman,kept
Hatoo yaar bahut paaka raha hi  congress lao,Hatoo yaar bahut paaka raha hi congress lao,roman,kept
Kuchh nahi hoga 2019 se yahi sunta aa raha hu,Kuchh nahi hoga 2019 se yahi sunta aa raha hu,roman,kept
Nhi abhi desh pura barbaad kaha hua hai  Abhii nhi,Nhi abhi desh pura barbaad kaha hua hai Abhii nhi,roman,kept
"Bhai gi aisa samachar sunne ke liye 15 saal se wait kar raha hu. Lekin BJP aaj bhi bani huwi h. Aur bani rahegi. Jb tak EVM h, koi hila nahi sakta BJP ko yahi succhayi h. Hamari desh ki janta hi jb bewakuf h to kuch kiya nahi ja sakta. Hm sub lage huwe h ek dusre ko marne ke liye lekin koi desh ke bare koi nahi sonchta. Hm sabhi janta desh premi nahi desh ka bedagark karne wale h. Aur hamare desh ka haal hamari wajah se h. Jai hind..","Bhai gi aisa samachar sunne ke liye 15 saal se wait kar raha hu. Lekin BJP aaj bhi bani huwi h. Aur bani rahegi. Jb tak EVM h, koi hila nahi sakta BJP ko yahi succhayi h. Hamari desh ki janta hi jb bewakuf h to kuch kiya nahi ja sakta. Hm sub lage huwe h ek dusre ko marne ke liye lekin koi desh ke bare koi nahi sonchta. Hm sabhi janta desh premi nahi desh ka bedagark karne wale h. Aur hamare desh ka haal hamari wajah se h. Jai hind..",roman,kept
Ab uske baad 60 se kam umar vaali mahilaayon ki baari,Ab uske baad 60 se kam umar vaali mahilaayon ki baari,roman,kept
पुरी आईडी बनाई थी पूरी केवाईसी करी थी पर हमारा कुछ नहीं होगा,पुरी आईडी बनाई थी पूरी केवाईसी करी थी पर हमारा कुछ नहीं होगा,devanagari,kept
E v m ho ya bailat pepar ho chor chori karna nahi bhulta hai bhai dimmag hona chahiye,E v m ho ya bailat pepar ho chor chori karna nahi bhulta hai bhai dimmag hona chahiye,roman,kept
इस वास्ते  कुछ तो दे के मामला  मिटlणा होगा बlहार गये है न साहेब,इस वास्ते कुछ तो दे के मामला मिटlणा होगा बlहार गये है न साहेब,devanagari,kept
पर कुछ नहीं होना,पर कुछ नहीं होना,devanagari,kept
दूसरी पार्टी से आये सभी नेता बी जे पी में दाग़ी लोग हैं,दूसरी पार्टी से आये सभी नेता बी जे पी में दाग़ी लोग हैं,devanagari,kept
❤😂😂🎉,,,dropped:too_short
Ballet paper se hoga  tabhi jit ml paygi kayuki evm kishi aur ne patent kara rakha hai,Ballet paper se hoga tabhi jit ml paygi kayuki evm kishi aur ne patent kara rakha hai,roman,kept
"Desh. Es. Sarkar. Ko .nhi. Chaita  hai,  kuki. En. Logo. Ki. Befaltu. Ki. Baato.  Ko. Koi. Bhi. Nhi. Pasand.  Karta. Hai,",,,dropped:not_valid
Hm uppar cast ko vot nhi dege,Hm uppar cast ko vot nhi dege,roman,kept
EVM bann karo,EVM bann karo,roman,kept
جب تک ای وی ایم ہے۔کانگریس سوسے اوپر نہیں جائے گی۔ھاں بلیٹ پیپر سے الیکشن ہوتودوسو ممکن ہے۔,,,dropped:not_valid
Ye galat lkha he chole waleki galti he,Ye galat lkha he chole waleki galti he,roman,kept
Modi to age puri hone pe PM ki seat se hatne wala tha kiya  Rules ko apne liye change kar liya shayad,Modi to age puri hone pe PM ki seat se hatne wala tha kiya Rules ko apne liye change kar liya shayad,roman,kept
Kuch bhi nahi hoga likh lo,Kuch bhi nahi hoga likh lo,roman,kept
Paper balet se election karwaye ❤,Paper balet se election karwaye,roman,kept
अगर नितिन गडकरी उसका बेटे का अचानक अरबो खरबो अपना बैंक बेलेन्स हो गया है तो वो कौन सा सही है सही देखा जाय रिजिजू है,अगर नितिन गडकरी उसका बेटे का अचानक अरबो खरबो अपना बैंक बेलेन्स हो गया है तो वो कौन सा सही है सही देखा जाय रिजिजू है,devanagari,kept
Main abhi Sahi kah de raha hun ki kuchh Bhi nahin Hoga jisko shart lagani Hai shart Laga Lo Modi hi Pradhanmantri rahenge Koi nahin hata payega Kisi Ki aukat nahin Hai 2029 mein ho sakta hai lekin abhi nahin hoga,Main abhi Sahi kah de raha hun ki kuchh Bhi nahin Hoga jisko shart lagani Hai shart Laga Lo Modi hi Pradhanmantri rahenge Koi nahin hata payega Kisi Ki aukat nahin Hai 2029 mein ho sakta hai lekin abhi nahin hoga,roman,kept
Pm mr modi ji ne poora desh karje se bhar poor lad ke rakh dia ab desh main ane wale dino main do sal bad bhukha mari ayegi tab andh bhakat kahenge ab kaha jay tabhi kahenge pm modi ji ko turant badlo.,Pm mr modi ji ne poora desh karje se bhar poor lad ke rakh dia ab desh main ane wale dino main do sal bad bhukha mari ayegi tab andh bhakat kahenge ab kaha jay tabhi kahenge pm modi ji ko turant badlo.,roman,kept
Kuch nahi hoga tension mat lo.,Kuch nahi hoga tension mat lo.,roman,kept
"सर कई 19निकल गई, खुद का बनाया कानून फिर भी 75साल के मोदी पीएम बने हुए आगे भी बने रहेंगे, न ज्ञानेश का कुछ बिगाड़ सके न मोदी तडीपार का कुछ नहीं बिगड़ा न कोई बिगाड़ सकता क्यों की को बिगाड़ सकते है वही मोदिकी चापलूसी कर रहे अब कोन सी संस्था मोदी को हटाएगी कई फाइल खुली सुब्रमण्यम स्वामी ने सात सालो से सबूत के साथ सब बता🎉 दिए क्या हुआ कोन सुन रहा","सर कई 19निकल गई, खुद का बनाया कानून फिर भी 75साल के मोदी पीएम बने हुए आगे भी बने रहेंगे, न ज्ञानेश का कुछ बिगाड़ सके न मोदी तडीपार का कुछ नहीं बिगड़ा न कोई बिगाड़ सकता क्यों की को बिगाड़ सकते है वही मोदिकी चापलूसी कर रहे अब कोन सी संस्था मोदी को हटाएगी कई फाइल खुली सुब्रमण्यम स्वामी ने सात सालो से सबूत के साथ सब बता दिए क्या हुआ कोन सुन रहा",devanagari,kept
E.C and along with BJP fight.,E.C and along with BJP fight.,roman,kept
MODI ISTIFA DO,MODI ISTIFA DO,roman,kept
Agar  baelet pepar se chunao  hoga  to 280 seet kangres ki hogi,Agar baelet pepar se chunao hoga to 280 seet kangres ki hogi,roman,kept
Jail jaaye to acha hai...umar bhar ke liye.. Or desh ko dubaara sahi bhi to karna hai.. Jitna desh ko barbad kiyaa..,Jail jaaye to acha hai.umar bhar ke liye.. Or desh ko dubaara sahi bhi to karna hai.. Jitna desh ko barbad kiyaa..,roman,kept
Pankaj Chaudhari up ke new CM I love Pankaj Chaudhari❤❤❤❤❤❤❤❤❤💯🌹🌹🌹🙏🙏🙏👌❤️❤️❤️❤️❤️❤️❤️🌹🌹🌹🌹🌹🌹,,,dropped:not_valid
झूठा छली आदमी कभी भी स्तीफा नहीं दे सकता है,झूठा छली आदमी कभी भी स्तीफा नहीं दे सकता है,devanagari,kept
Sahi kaha aise news 2019 se chal rahe hai kya modi denge istifa 😂😂😂lekin wo kbhi nhi denga wo besharam chor kursi kaise chhorenga jaisi kursi gyi waise 80% bjp walo ko jel hojayengi,Sahi kaha aise news 2019 se chal rahe hai kya modi denge istifa lekin wo kbhi nhi denga wo besharam chor kursi kaise chhorenga jaisi kursi gyi waise 80% bjp walo ko jel hojayengi,roman,kept
😂😂😂😂😂😂😂😂 tum lok sapna dek te raho 😂😂😂😂😂😂😂,,,dropped:not_valid
Evm hatawo Modi Yogi Amit Shah hatawo bharat desh bachawo,Evm hatawo Modi Yogi Amit Shah hatawo bharat desh bachawo,roman,kept
Nitin gadkari ji perfect for this chair,Nitin gadkari ji perfect for this chair,roman,kept
Hme muslim hone pe fakr hai Allah hu Akbar,Hme muslim hone pe fakr hai Allah hu Akbar,roman,kept
झूठी हेडलाइंस क्यों डालते हो,झूठी हेडलाइंस क्यों डालते हो,devanagari,kept
कुछ नहीं होगा 👍,कुछ नहीं होगा,devanagari,kept
फेसले ई बि एम हटाओ बाद में देखो,फेसले ई बि एम हटाओ बाद में देखो,devanagari,kept
मोदी नहीं जाएगा अंत तक ऐसे ही चलता rahega,मोदी नहीं जाएगा अंत तक ऐसे ही चलता rahega,devanagari,kept
EVM hataye,EVM hataye,roman,kept
Aayega to modi hi 😂,Aayega to modi hi,roman,kept
Modi istifa do,Modi istifa do,roman,kept
"EVM PE BAAT KARO, KAISE NIKALA JAA SAKTA HAI?  BAKI SAAB BAATE TIME KI BARBADI HAI.","EVM PE BAAT KARO, KAISE NIKALA JAA SAKTA HAI? BAKI SAAB BAATE TIME KI BARBADI HAI.",roman,kept
Evm के रहते कांग्रेस कभी नहीं जीत सकती,Evm के रहते कांग्रेस कभी नहीं जीत सकती,devanagari,kept
अगर आज चुनाव हो जाये तो क्या होगा? यह तो मोदीजी और शहंशाह शाह साहब के चहेते चुनाव आयोग के मुख्य आयुक्त ज्ञानेश कुमार अच्छी तरह से बतायेंगे। यह भी बताया जाना चाहिए कि चुनाव बैलेट से होगा या ई वी एम से।,अगर आज चुनाव हो जाये तो क्या होगा? यह तो मोदीजी और शहंशाह शाह साहब के चहेते चुनाव आयोग के मुख्य आयुक्त ज्ञानेश कुमार अच्छी तरह से बतायेंगे. यह भी बताया जाना चाहिए कि चुनाव बैलेट से होगा या ई वी एम से.,devanagari,kept
Modi ji ka Istifa bahut jaroori h desh k liye,Modi ji ka Istifa bahut jaroori h desh k liye,roman,kept
Kuch bhi ho Jaye modi istifa kabhi nehi dega.,Kuch bhi ho Jaye modi istifa kabhi nehi dega.,roman,kept
Me istifa nhi chahta . Ase to modi ji currupt hoke bhi India ke dusre Gandhi ho jayenge . Modiji jb tk nhi htne chahiye jb tk vo khud istifa na dede,Me istifa nhi chahta . Ase to modi ji currupt hoke bhi India ke dusre Gandhi ho jayenge . Modiji jb tk nhi htne chahiye jb tk vo khud istifa na dede,roman,kept
Rahul ke sath poora desh..Modi ke sath sirf GYANESH..,Rahul ke sath poora desh..Modi ke sath sirf GYANESH..,roman,kept
AGAR ISTIFA NAHI HUA TO TERA KYA HOGA,AGAR ISTIFA NAHI HUA TO TERA KYA HOGA,roman,kept
Modi ka estafa jaruri hai,Modi ka estafa jaruri hai,roman,kept
Sab jhooti baten hai bhai,Sab jhooti baten hai bhai,roman,kept
यह आप गलत जानकारी दे रहे हो सबको,यह आप गलत जानकारी दे रहे हो सबको,devanagari,kept
Amit sah ko jail me daalo,Amit sah ko jail me daalo,roman,kept
Koi kurci ka khatra nahi  Koi istifa nahi de ga  Jab tak Zen Z in ko nahi khadede ga jab tak nahi bhage ge,Koi kurci ka khatra nahi Koi istifa nahi de ga Jab tak Zen Z in ko nahi khadede ga jab tak nahi bhage ge,roman,kept
Bhaiya jaldi se jaldi modiya ko hatao oa des bachao,Bhaiya jaldi se jaldi modiya ko hatao oa des bachao,roman,kept
Vote chori kar ke satta me araha hai,Vote chori kar ke satta me araha hai,roman,kept
BAKWAS APP HAI 😮 MARKET WOLF,,,dropped:spam
Kuchh nahi hoga.,Kuchh nahi hoga.,roman,kept
Kai bhi nahi investment  mat Karo fraud  hay kuch nhi nahi,Kai bhi nahi investment mat Karo fraud hay kuch nhi nahi,roman,kept
Bina juta khaye nahin jayega,Bina juta khaye nahin jayega,roman,kept
नहीं देगा इस्तीफा लिखकर लेलो.... बहुत धीठ है मोदिया 😄😄😄,नहीं देगा इस्तीफा लिखकर लेलो. बहुत धीठ है मोदिया,devanagari,kept
"Modi, सहा ko हटाव, फिर EVM भी hategi. देश को बरबाद किया.","Modi, सहा ko हटाव, फिर EVM भी hategi. देश को बरबाद किया.",mixed,kept
Lag raha BJP valonka paap ka ghada jaldi bharne vala hai 😅😅😅,Lag raha BJP valonka paap ka ghada jaldi bharne vala hai,roman,kept
Desh toh abhi puri tarah se barbad nahi hua hai abhi toh kewal uttar pradesh haryana madhya pradesh delhi utrakhand bihar hi hua hai abhi pura desh barbad hona baki hai uske baad bhi modi ji thehrai kar ke p.m. bane rahenge.,Desh toh abhi puri tarah se barbad nahi hua hai abhi toh kewal uttar pradesh haryana madhya pradesh delhi utrakhand bihar hi hua hai abhi pura desh barbad hona baki hai uske baad bhi modi ji thehrai kar ke p.m. bane rahenge.,roman,kept
Jitna jaldi ho sake tu jaldi se panhauti khatam ho jaye.,Jitna jaldi ho sake tu jaldi se panhauti khatam ho jaye.,roman,kept
आज चुनाव हो तो बिहार में RJD जैसा हश्र कांग्रेस का हो जाएगा।क्योंकि भाजपा व ज्ञानेश गठबंधन बड़ा मजबूत है। सुप्रीम कोर्ट की आंखें बंद है।चुनाव आयुक्तों की नियुक्ति व SIR के जरिए बड़ी साज़िश को अंजाम दिया जा चुका है 😮,आज चुनाव हो तो बिहार में RJD जैसा हश्र कांग्रेस का हो जाएगा.क्योंकि भाजपा व ज्ञानेश गठबंधन बड़ा मजबूत है. सुप्रीम कोर्ट की आंखें बंद है.चुनाव आयुक्तों की नियुक्ति व SIR के जरिए बड़ी साज़िश को अंजाम दिया जा चुका है,devanagari,kept
Bhai tu nila kabutar hai kya,Bhai tu nila kabutar hai kya,roman,kept
Ye frod hai,Ye frod hai,roman,kept
Bjp main jitne bhi nafrati gunde neta hai sabka istifa Ho,Bjp main jitne bhi nafrati gunde neta hai sabka istifa Ho,roman,kept
जो भी मनुवादी या मनुवादी मानसिकता का पीएम बनेगा वो देश को बर्बाद ही करेगा और जनता को और कंगाल बना देगा जिस प्रकार अभी तक जनता को लूटा गया है और उसे कहीं का नहीं छोड़ा है आज लोग घुट घुट कर जीने को मजबूर हैं सब कुछ लूट लिया लुटेरों ने,जो भी मनुवादी या मनुवादी मानसिकता का पीएम बनेगा वो देश को बर्बाद ही करेगा और जनता को और कंगाल बना देगा जिस प्रकार अभी तक जनता को लूटा गया है और उसे कहीं का नहीं छोड़ा है आज लोग घुट घुट कर जीने को मजबूर हैं सब कुछ लूट लिया लुटेरों ने,devanagari,kept
